pair,count
"('change', 'climate')",104
"('global', 'warming')",46
"('climate', 'year')",27
"('climate', 'people')",27
"('climate', 'global')",26
"('change', 'people')",24
"('climate', 'earth')",24
"('climate', 'warming')",24
"('climate', 'world')",23
"('change', 'world')",22
