pair,count
"('change', 'climate')",78
"('climate', 'people')",23
"('change', 'people')",22
"('climate', 'earth')",19
"('climate', 'like')",18
"('global', 'warming')",17
"('change', 'one')",16
"('climate', 'year')",16
"('change', 'dont')",16
"('change', 'like')",15
