pair,count
"('change', 'climate')",73
"('global', 'warming')",30
"('change', 'like')",21
"('climate', 'like')",21
"('climate', 'people')",20
"('change', 'time')",20
"('climate', 'human')",19
"('climate', 'time')",19
"('climate', 'earth')",19
"('change', 'world')",18
