pair,count
"('much', 'thank')",14
"('crispr', 'video')",12
"('thank', 'video')",11
"('helpful', 'thank')",9
"('best', 'video')",9
"('explanation', 'thank')",8
"('best', 'crispr')",8
"('crispr', 'one')",6
"('explanation', 'great')",6
"('really', 'video')",6
