pair,count
"('thank', 'video')",21
"('much', 'thank')",14
"('crispr', 'video')",13
"('thanks', 'video')",13
"('helpful', 'thank')",13
"('great', 'video')",11
"('much', 'video')",9
"('explanation', 'thank')",7
"('crispr', 'thank')",7
"('best', 'video')",7
