pair,count
"('thank', 'video')",24
"('much', 'thank')",22
"('great', 'video')",17
"('helpful', 'thank')",16
"('thanks', 'video')",16
"('helpful', 'video')",13
"('great', 'thanks')",13
"('crispr', 'video')",12
"('helpful', 'much')",11
"('much', 'video')",11
