pair,count
"('thank', 'video')",17
"('much', 'thank')",13
"('much', 'video')",10
"('helpful', 'thank')",9
"('crispr', 'video')",7
"('great', 'video')",7
"('explanation', 'thank')",7
"('crispr', 'really')",6
"('thanks', 'video')",6
"('crispr', 'dna')",6
