pair,count
"('choice', 'watched')",6
"('video', 'watched')",8
"('behind', 'ive')",3
"('best', 'ive')",10
"('ive', 'said')",3
"('ive', 'one')",5
"('behind', 'message')",3
"('behind', 'best')",3
"('behind', 'choice')",12
"('behind', 'one')",6
"('choice', 'message')",10
"('message', 'one')",5
"('best', 'choice')",32
"('best', 'video')",12
"('best', 'one')",21
"('choice', 'said')",9
"('one', 'video')",8
"('one', 'said')",4
"('student', 'two')",3
"('choice', 'student')",5
"('choice', 'hand')",5
"('best', 'help')",5
"('choice', 'help')",18
"('choice', 'next')",4
"('choice', 'learning')",3
"('best', 'take')",3
"('decided', 'take')",3
"('choice', 'take')",14
"('best', 'two')",4
"('choice', 'decided')",6
"('decision', 'use')",3
"('make', 'use')",8
"('hard', 'use')",4
"('done', 'well')",4
"('loved', 'talk')",3
"('first', 'option')",3
"('choose', 'first')",5
"('first', 'wan')",3
"('first', 'na')",3
"('become', 'first')",7
"('first', 'time')",8
"('lead', 'option')",4
"('choose', 'option')",16
"('option', 'still')",6
"('option', 'understand')",6
"('option', 'time')",5
"('choose', 'lead')",3
"('choose', 'factor')",4
"('become', 'factor')",3
"('factor', 'time')",4
"('choose', 'understand')",4
"('choose', 'wan')",3
"('choose', 'na')",3
"('become', 'choose')",9
"('choose', 'time')",15
"('choose', 'true')",4
"('become', 'still')",3
"('still', 'time')",5
"('still', 'true')",3
"('time', 'understand')",5
"('na', 'wan')",6
"('time', 'true')",4
"('future', 'stay')",3
"('needed', 'thank')",4
"('decide', 'university')",3
"('month', 'one')",4
"('video', 'watching')",6
"('one', 'watching')",3
"('take', 'video')",7
"('one', 'take')",4
"('decide', 'one')",5
"('help', 'like')",11
"('help', 'make')",13
"('help', 'know')",5
"('help', 'talk')",5
"('hard', 'help')",12
"('dont', 'help')",9
"('like', 'make')",30
"('already', 'like')",3
"('like', 'talk')",13
"('hard', 'like')",27
"('choice', 'like')",43
"('like', 'profound')",3
"('like', 'waste')",3
"('knowledge', 'like')",3
"('already', 'make')",3
"('know', 'make')",21
"('dont', 'make')",38
"('make', 'profound')",3
"('make', 'waste')",5
"('knowledge', 'make')",3
"('already', 'know')",9
"('already', 'talk')",3
"('already', 'hard')",7
"('already', 'dont')",7
"('already', 'choice')",11
"('already', 'knowledge')",3
"('know', 'talk')",10
"('know', 'knowledge')",4
"('choice', 'idea')",6
"('dont', 'talk')",10
"('choice', 'talk')",36
"('profound', 'talk')",4
"('hard', 'profound')",4
"('hard', 'waste')",3
"('hard', 'knowledge')",3
"('dont', 'profound')",3
"('dont', 'knowledge')",4
"('choice', 'profound')",4
"('choice', 'waste')",3
"('choice', 'knowledge')",5
"('create', 'let')",4
"('let', 'reason')",6
"('dictate', 'reason')",3
"('dont', 'let')",14
"('dictate', 'dont')",3
"('ruth', 'time')",3
"('listen', 'time')",5
"('back', 'come')",8
"('come', 'every')",5
"('come', 'new')",4
"('come', 'time')",6
"('come', 'something')",5
"('back', 'every')",3
"('back', 'time')",6
"('back', 'something')",5
"('every', 'time')",7
"('new', 'time')",4
"('new', 'something')",4
"('result', 'want')",3
"('long', 'people')",3
"('around', 'people')",3
"('people', 'time')",6
"('also', 'people')",5
"('able', 'people')",3
"('long', 'want')",5
"('around', 'want')",5
"('able', 'want')",4
"('around', 'long')",3
"('long', 'time')",3
"('also', 'long')",4
"('around', 'time')",4
"('also', 'around')",3
"('able', 'also')",4
"('helpful', 'thank')",5
"('ruth', 'thank')",13
"('chang', 'thank')",12
"('follow', 'passion')",4
"('best', 'whats')",4
"('choice', 'whats')",4
"('become', 'best')",10
"('best', 'create')",4
"('create', 'really')",5
"('create', 'making')",5
"('create', 'talk')",5
"('create', 'step')",3
"('create', 'think')",7
"('create', 'want')",9
"('create', 'thinking')",3
"('create', 'decide')",4
"('kid', 'value')",3
"('much', 'value')",4
"('best', 'value')",12
"('really', 'value')",9
"('making', 'value')",8
"('talk', 'value')",9
"('use', 'value')",4
"('think', 'value')",7
"('value', 'want')",14
"('see', 'value')",5
"('make', 'value')",14
"('decide', 'value')",7
"('food', 'talk')",3
"('food', 'make')",3
"('choice', 'food')",3
"('kid', 'much')",3
"('best', 'kid')",3
"('kid', 'talk')",4
"('kid', 'want')",3
"('choice', 'kid')",4
"('much', 'option')",3
"('best', 'option')",15
"('option', 'really')",11
"('option', 'sense')",4
"('making', 'option')",9
"('option', 'talk')",6
"('option', 'use')",4
"('fine', 'option')",3
"('option', 'process')",3
"('option', 'think')",6
"('option', 'want')",11
"('option', 'see')",4
"('feeling', 'option')",4
"('option', 'thinking')",3
"('make', 'option')",17
"('decide', 'option')",6
"('going', 'option')",4
"('certain', 'option')",4
"('best', 'much')",6
"('much', 'really')",6
"('making', 'much')",4
"('much', 'talk')",10
"('much', 'think')",3
"('much', 'person')",4
"('much', 'want')",8
"('much', 'see')",5
"('make', 'much')",11
"('choice', 'much')",17
"('decide', 'much')",4
"('going', 'much')",3
"('hobby', 'see')",3
"('best', 'really')",8
"('best', 'sense')",4
"('best', 'making')",9
"('best', 'rather')",7
"('best', 'talk')",16
"('best', 'process')",3
"('best', 'think')",10
"('best', 'reason')",12
"('best', 'person')",7
"('best', 'want')",10
"('best', 'see')",5
"('best', 'feeling')",3
"('best', 'make')",19
"('best', 'decide')",5
"('best', 'going')",5
"('really', 'sense')",4
"('important', 'really')",3
"('equally', 'really')",4
"('making', 'really')",9
"('really', 'talk')",12
"('process', 'really')",3
"('really', 'think')",11
"('really', 'reason')",7
"('really', 'see')",7
"('really', 'whatever')",4
"('really', 'thinking')",3
"('make', 'really')",22
"('choice', 'really')",35
"('decide', 'really')",9
"('going', 'really')",3
"('making', 'sense')",4
"('sense', 'talk')",3
"('person', 'sense')",3
"('sense', 'want')",4
"('sense', 'whatever')",3
"('make', 'sense')",10
"('choice', 'sense')",5
"('decide', 'sense')",3
"('important', 'making')",6
"('important', 'talk')",5
"('important', 'think')",5
"('important', 'person')",3
"('important', 'want')",3
"('important', 'make')",7
"('coin', 'flip')",4
"('ok', 'see')",3
"('choice', 'ok')",3
"('equally', 'making')",5
"('equally', 'think')",3
"('equally', 'want')",4
"('equally', 'make')",5
"('making', 'rather')",4
"('making', 'talk')",14
"('making', 'process')",3
"('making', 'think')",7
"('making', 'reason')",13
"('becoming', 'making')",4
"('making', 'passively')",3
"('making', 'person')",6
"('making', 'want')",12
"('making', 'see')",5
"('feeling', 'making')",4
"('follow', 'making')",3
"('make', 'making')",19
"('decide', 'making')",4
"('rather', 'talk')",4
"('rather', 'step')",3
"('rather', 'use')",3
"('rather', 'think')",3
"('make', 'rather')",6
"('going', 'rather')",3
"('talk', 'use')",3
"('process', 'talk')",4
"('talk', 'think')",7
"('reason', 'talk')",6
"('becoming', 'talk')",4
"('person', 'talk')",10
"('talk', 'want')",9
"('see', 'talk')",6
"('talk', 'tell')",3
"('talk', 'whatever')",3
"('going', 'talk')",4
"('creating', 'talk')",3
"('step', 'want')",3
"('make', 'step')",3
"('choice', 'step')",3
"('reason', 'use')",3
"('becoming', 'use')",3
"('use', 'want')",3
"('choice', 'use')",7
"('fine', 'want')",3
"('choice', 'fine')",3
"('decide', 'fine')",3
"('process', 'think')",3
"('process', 'want')",3
"('make', 'process')",3
"('choice', 'process')",3
"('decide', 'process')",3
"('going', 'process')",3
"('reason', 'think')",13
"('becoming', 'think')",3
"('person', 'think')",7
"('think', 'want')",15
"('see', 'think')",9
"('think', 'thinking')",3
"('choice', 'think')",29
"('decide', 'think')",7
"('going', 'think')",4
"('reason', 'want')",17
"('feeling', 'reason')",4
"('reason', 'thinking')",3
"('make', 'reason')",25
"('fit', 'reason')",3
"('decide', 'reason')",6
"('going', 'reason')",3
"('certain', 'reason')",3
"('becoming', 'person')",3
"('becoming', 'want')",5
"('becoming', 'see')",3
"('becoming', 'make')",4
"('becoming', 'choice')",6
"('choice', 'passively')",3
"('person', 'see')",4
"('make', 'person')",15
"('see', 'want')",7
"('want', 'whatever')",4
"('accept', 'want')",3
"('thinking', 'want')",3
"('make', 'want')",29
"('fit', 'want')",3
"('decide', 'want')",14
"('going', 'want')",7
"('creating', 'want')",3
"('make', 'see')",11
"('choice', 'see')",18
"('decide', 'see')",3
"('going', 'see')",4
"('make', 'whatever')",4
"('choice', 'whatever')",5
"('choice', 'feeling')",5
"('decide', 'feeling')",3
"('accept', 'choice')",3
"('make', 'thinking')",5
"('choice', 'thinking')",8
"('going', 'thinking')",3
"('fit', 'make')",3
"('decide', 'make')",9
"('going', 'make')",8
"('creating', 'make')",3
"('certain', 'make')",3
"('choice', 'fit')",4
"('choice', 'going')",12
"('certain', 'choice')",3
"('choice', 'great')",11
"('great', 'really')",6
"('great', 'hard')",6
"('choice', 'philosophy')",7
"('agency', 'choice')",10
"('agency', 'really')",3
"('agency', 'hard')",9
"('perspective', 'really')",3
"('agree', 'choice')",6
"('agree', 'really')",3
"('agree', 'hard')",4
"('hard', 'really')",30
"('still', 'value')",3
"('decision', 'value')",15
"('difficult', 'value')",4
"('personal', 'value')",4
"('thought', 'value')",5
"('problem', 'value')",4
"('value', 'way')",10
"('one', 'value')",13
"('problem', 'solution')",3
"('one', 'took')",3
"('still', 'two')",3
"('difficult', 'still')",3
"('still', 'want')",7
"('still', 'way')",4
"('define', 'still')",3
"('one', 'still')",10
"('kind', 'still')",3
"('two', 'want')",6
"('two', 'way')",5
"('one', 'two')",8
"('become', 'decision')",13
"('become', 'difficult')",4
"('become', 'personal')",6
"('become', 'thought')",4
"('become', 'v')",3
"('become', 'problem')",3
"('become', 'way')",7
"('based', 'become')",6
"('become', 'one')",15
"('decision', 'difficult')",7
"('decision', 'personal')",5
"('decision', 'thought')",9
"('decision', 'person')",8
"('decision', 'want')",23
"('decision', 'v')",3
"('decision', 'problem')",5
"('decision', 'define')",4
"('based', 'decision')",7
"('decision', 'kind')",7
"('difficult', 'person')",3
"('difficult', 'want')",5
"('difficult', 'way')",3
"('difficult', 'one')",6
"('person', 'personal')",3
"('personal', 'want')",4
"('one', 'personal')",4
"('person', 'thought')",5
"('thought', 'want')",8
"('problem', 'thought')",5
"('thought', 'way')",5
"('based', 'thought')",5
"('one', 'thought')",6
"('kind', 'thought')",3
"('brilliant', 'want')",3
"('brilliant', 'one')",3
"('person', 'way')",6
"('problem', 'want')",5
"('want', 'way')",17
"('based', 'want')",5
"('one', 'want')",18
"('v', 'way')",3
"('one', 'v')",3
"('problem', 'way')",3
"('based', 'problem')",4
"('one', 'problem')",4
"('based', 'way')",4
"('one', 'way')",15
"('based', 'one')",8
"('kind', 'one')",5
"('im', 'thanks')",4
"('choice', 'problem')",11
"('choice', 'gave')",3
"('choice', 'hear')",3
"('choice', 'minute')",6
"('hard', 'problem')",5
"('gave', 'hard')",3
"('hard', 'minute')",6
"('audience', 'esther')",7
"('audience', 'perel')",6
"('esther', 'perel')",16
"('dont', 'made')",7
"('dont', 'last')",3
"('chang', 'dont')",3
"('dont', 'helped')",4
"('dont', 'trying')",4
"('decide', 'dont')",10
"('know', 'made')",6
"('control', 'made')",3
"('know', 'ruth')",4
"('helped', 'ruth')",4
"('decide', 'ruth')",3
"('decide', 'last')",3
"('chang', 'know')",5
"('know', 'trying')",4
"('decide', 'know')",9
"('know', 'speech')",3
"('decide', 'feel')",4
"('feel', 'speech')",3
"('chang', 'decide')",3
"('chang', 'speech')",4
"('dont', 'pick')",3
"('one', 'pick')",3
"('choice', 'pick')",3
"('hard', 'pick')",3
"('get', 'option')",11
"('easy', 'option')",5
"('come', 'option')",7
"('option', 'simply')",4
"('like', 'option')",11
"('option', 'thats')",3
"('already', 'option')",3
"('end', 'option')",6
"('one', 'option')",15
"('dont', 'still')",5
"('might', 'still')",3
"('simply', 'still')",3
"('like', 'still')",6
"('know', 'still')",6
"('opportunity', 'still')",3
"('going', 'still')",4
"('hard', 'still')",6
"('choose', 'come')",7
"('choose', 'simply')",5
"('choose', 'process')",3
"('choose', 'know')",14
"('choose', 'maybe')",3
"('choose', 'end')",8
"('choose', 'one')",17
"('choose', 'opportunity')",4
"('choose', 'going')",7
"('choose', 'hard')",16
"('easy', 'get')",4
"('come', 'get')",6
"('get', 'thats')",4
"('already', 'get')",3
"('get', 'know')",9
"('get', 'maybe')",4
"('end', 'get')",3
"('get', 'one')",10
"('choice', 'get')",18
"('get', 'going')",4
"('get', 'point')",3
"('get', 'hard')",10
"('dont', 'easy')",7
"('easy', 'like')",4
"('easy', 'know')",3
"('easy', 'one')",4
"('choice', 'easy')",15
"('easy', 'hard')",6
"('cause', 'choice')",3
"('cause', 'hard')",3
"('come', 'dont')",6
"('come', 'might')",4
"('come', 'like')",12
"('already', 'come')",3
"('come', 'know')",6
"('come', 'end')",3
"('come', 'one')",11
"('choice', 'come')",18
"('come', 'going')",4
"('come', 'point')",3
"('come', 'hard')",13
"('dont', 'might')",5
"('dont', 'simply')",4
"('dont', 'thats')",6
"('dont', 'maybe')",3
"('dont', 'end')",5
"('dont', 'one')",15
"('dont', 'opportunity')",3
"('dont', 'going')",4
"('dont', 'point')",4
"('dont', 'fine')",3
"('celebrate', 'thats')",3
"('celebrate', 'opportunity')",4
"('celebrate', 'choice')",5
"('celebrate', 'hard')",5
"('like', 'might')",8
"('know', 'might')",3
"('might', 'one')",9
"('choice', 'might')",11
"('might', 'point')",3
"('hard', 'might')",7
"('like', 'simply')",5
"('simply', 'thats')",3
"('know', 'simply')",4
"('end', 'simply')",4
"('one', 'simply')",3
"('choice', 'simply')",9
"('point', 'simply')",3
"('hard', 'simply')",8
"('like', 'process')",3
"('process', 'thats')",3
"('know', 'process')",3
"('hard', 'process')",3
"('choice', 'goal')",3
"('like', 'thats')",6
"('like', 'maybe')",3
"('end', 'like')",5
"('like', 'one')",22
"('like', 'opportunity')",4
"('going', 'like')",5
"('like', 'point')",6
"('know', 'thats')",3
"('one', 'thats')",8
"('opportunity', 'thats')",3
"('hard', 'thats')",14
"('already', 'one')",6
"('already', 'going')",3
"('end', 'know')",7
"('know', 'one')",13
"('going', 'know')",3
"('fine', 'know')",3
"('maybe', 'one')",3
"('choice', 'maybe')",5
"('end', 'one')",7
"('choice', 'end')",11
"('end', 'going')",3
"('end', 'hard')",10
"('choice', 'define')",5
"('define', 'hard')",3
"('one', 'opportunity')",4
"('going', 'one')",4
"('one', 'point')",4
"('hard', 'one')",31
"('choice', 'opportunity')",10
"('hard', 'opportunity')",8
"('closer', 'hard')",3
"('choice', 'point')",10
"('going', 'hard')",4
"('hard', 'point')",6
"('thats', 'way')",3
"('instead', 'thats')",4
"('thats', 'want')",6
"('take', 'thats')",4
"('instead', 'made')",3
"('choice', 'instead')",14
"('instead', 'way')",7
"('hard', 'instead')",9
"('risk', 'want')",3
"('made', 'want')",6
"('take', 'want')",9
"('mind', 'want')",4
"('dont', 'risk')",3
"('choice', 'risk')",8
"('risk', 'take')",4
"('risk', 'way')",5
"('hard', 'risk')",6
"('dont', 'mind')",5
"('made', 'take')",3
"('made', 'way')",5
"('hard', 'made')",5
"('choice', 'way')",35
"('mind', 'take')",3
"('take', 'way')",6
"('hard', 'take')",10
"('mind', 'way')",3
"('hard', 'mind')",6
"('audience', 'see')",4
"('audience', 'talk')",3
"('audience', 'one')",3
"('perel', 'see')",5
"('esther', 'see')",5
"('one', 'see')",12
"('perel', 'talk')",5
"('esther', 'talk')",5
"('one', 'talk')",15
"('better', 'matter')",3
"('better', 'never')",3
"('better', 'day')",3
"('best', 'better')",11
"('bad', 'better')",5
"('better', 'knowing')",4
"('better', 'come')",4
"('better', 'something')",8
"('better', 'like')",18
"('better', 'see')",7
"('better', 'new')",5
"('better', 'different')",8
"('better', 'one')",21
"('better', 'whether')",5
"('better', 'u')",13
"('matter', 'option')",4
"('best', 'matter')",4
"('come', 'matter')",4
"('matter', 'something')",4
"('matter', 'say')",5
"('know', 'matter')",4
"('matter', 'see')",3
"('matter', 'u')",3
"('come', 'never')",4
"('like', 'never')",5
"('know', 'never')",8
"('never', 'one')",7
"('choice', 'never')",6
"('never', 'u')",4
"('day', 'option')",3
"('bad', 'option')",4
"('option', 'something')",4
"('new', 'option')",3
"('different', 'option')",4
"('option', 'u')",10
"('best', 'worse')",4
"('bad', 'worse')",3
"('come', 'worse')",3
"('like', 'worse')",5
"('different', 'worse')",5
"('one', 'worse')",7
"('u', 'worse')",3
"('best', 'day')",4
"('come', 'day')",3
"('day', 'say')",5
"('day', 'one')",9
"('choice', 'day')",12
"('day', 'u')",4
"('best', 'every')",3
"('ever', 'every')",3
"('every', 'see')",4
"('every', 'one')",3
"('choice', 'every')",11
"('every', 'u')",5
"('bad', 'best')",3
"('best', 'come')",5
"('best', 'well')",4
"('best', 'something')",6
"('best', 'like')",13
"('best', 'ever')",12
"('best', 'say')",5
"('best', 'know')",6
"('best', 'different')",7
"('best', 'multiple')",3
"('best', 'wrong')",4
"('best', 'u')",12
"('bad', 'come')",3
"('bad', 'well')",4
"('bad', 'something')",7
"('bad', 'like')",9
"('bad', 'say')",4
"('bad', 'know')",5
"('bad', 'one')",6
"('bad', 'choice')",15
"('bad', 'whether')",4
"('knowing', 'one')",3
"('choice', 'knowing')",4
"('come', 'well')",3
"('come', 'say')",4
"('come', 'see')",5
"('come', 'different')",3
"('come', 'multiple')",3
"('come', 'wrong')",4
"('come', 'u')",6
"('choice', 'worked')",3
"('something', 'well')",7
"('see', 'well')",6
"('one', 'well')",5
"('u', 'well')",5
"('like', 'something')",11
"('happens', 'something')",3
"('say', 'something')",6
"('see', 'something')",4
"('one', 'something')",10
"('something', 'u')",9
"('ever', 'like')",4
"('happens', 'like')",3
"('like', 'say')",8
"('like', 'see')",6
"('like', 'multiple')",3
"('like', 'wrong')",4
"('like', 'whether')",4
"('like', 'u')",6
"('choice', 'ever')",6
"('say', 'see')",4
"('different', 'say')",3
"('one', 'say')",6
"('say', 'whether')",4
"('say', 'u')",6
"('know', 'next')",3
"('know', 'see')",8
"('know', 'whether')",5
"('know', 'u')",9
"('see', 'u')",5
"('new', 'one')",3
"('choice', 'new')",9
"('new', 'whether')",4
"('different', 'one')",6
"('choice', 'different')",12
"('different', 'u')",3
"('one', 'u')",17
"('choice', 'multiple')",4
"('choice', 'whether')",9
"('choice', 'u')",33
"('big', 'one')",5
"('create', 'curse')",4
"('create', 'godsend')",4
"('create', 'equal')",4
"('create', 'world')",3
"('create', 'thats')",6
"('create', 'given')",3
"('create', 'way')",3
"('create', 'different')",3
"('create', 'slave')",3
"('create', 'scientific')",4
"('create', 'u')",5
"('better', 'power')",5
"('better', 'everything')",4
"('better', 'equal')",5
"('believe', 'better')",4
"('better', 'science')",8
"('better', 'world')",5
"('better', 'think')",8
"('better', 'thats')",5
"('better', 'instead')",5
"('better', 'given')",5
"('better', 'way')",12
"('better', 'mistake')",3
"('better', 'scientific')",5
"('alternative', 'better')",8
"('power', 'value')",5
"('everything', 'value')",3
"('equal', 'value')",6
"('assume', 'value')",3
"('believe', 'value')",3
"('science', 'value')",6
"('value', 'world')",6
"('instead', 'value')",3
"('given', 'value')",4
"('different', 'value')",10
"('value', 'within')",3
"('scientific', 'value')",6
"('alternative', 'value')",6
"('u', 'value')",7
"('curse', 'power')",4
"('curse', 'godsend')",4
"('become', 'curse')",5
"('curse', 'reason')",6
"('curse', 'thats')",4
"('curse', 'people')",3
"('choice', 'curse')",7
"('curse', 'hard')",6
"('power', 'worse')",3
"('equal', 'worse')",3
"('way', 'worse')",3
"('alternative', 'worse')",3
"('everything', 'option')",4
"('equal', 'option')",3
"('believe', 'option')",5
"('option', 'science')",3
"('option', 'world')",3
"('given', 'option')",3
"('look', 'option')",3
"('option', 'way')",12
"('mistake', 'option')",3
"('option', 'scientific')",3
"('alternative', 'option')",4
"('best', 'power')",3
"('godsend', 'power')",3
"('become', 'power')",8
"('equal', 'power')",3
"('power', 'science')",4
"('power', 'world')",4
"('power', 'think')",3
"('power', 'reason')",12
"('power', 'thats')",4
"('people', 'power')",5
"('instead', 'power')",3
"('given', 'power')",3
"('power', 'way')",5
"('different', 'power')",4
"('par', 'power')",3
"('hard', 'power')",11
"('alternative', 'power')",3
"('power', 'u')",5
"('best', 'everything')",3
"('believe', 'everything')",4
"('everything', 'science')",3
"('everything', 'think')",5
"('everything', 'reason')",3
"('everything', 'people')",3
"('everything', 'look')",4
"('everything', 'way')",4
"('everything', 'one')",6
"('choice', 'everything')",6
"('everything', 'hard')",5
"('everything', 'scientific')",4
"('alternative', 'everything')",4
"('believe', 'best')",6
"('best', 'science')",4
"('best', 'world')",5
"('best', 'people')",5
"('best', 'instead')",3
"('best', 'given')",5
"('best', 'look')",3
"('best', 'way')",14
"('best', 'mistake')",3
"('best', 'within')",3
"('best', 'hard')",21
"('best', 'scientific')",5
"('alternative', 'best')",5
"('become', 'godsend')",4
"('godsend', 'reason')",4
"('godsend', 'thats')",4
"('godsend', 'people')",3
"('choice', 'godsend')",4
"('godsend', 'hard')",4
"('become', 'equal')",4
"('become', 'science')",3
"('become', 'world')",4
"('become', 'think')",5
"('become', 'thats')",5
"('become', 'instead')",4
"('become', 'given')",5
"('become', 'mistake')",4
"('become', 'u')",7
"('equal', 'science')",3
"('equal', 'think')",4
"('equal', 'reason')",4
"('equal', 'thats')",3
"('equal', 'way')",4
"('different', 'equal')",5
"('equal', 'one')",4
"('equal', 'par')",3
"('choice', 'equal')",7
"('equal', 'hard')",6
"('equal', 'scientific')",4
"('assume', 'scientific')",3
"('believe', 'world')",3
"('believe', 'think')",5
"('believe', 'reason')",6
"('believe', 'people')",3
"('believe', 'given')",3
"('believe', 'way')",7
"('believe', 'one')",8
"('believe', 'choice')",11
"('believe', 'scientific')",3
"('believe', 'u')",6
"('given', 'rather')",6
"('one', 'rather')",7
"('alternative', 'rather')",4
"('rather', 'u')",6
"('science', 'world')",3
"('science', 'think')",5
"('reason', 'science')",6
"('people', 'science')",4
"('science', 'way')",5
"('different', 'science')",4
"('one', 'science')",6
"('choice', 'science')",8
"('hard', 'science')",7
"('science', 'scientific')",5
"('alternative', 'science')",4
"('science', 'u')",4
"('think', 'world')",5
"('reason', 'world')",7
"('thats', 'world')",3
"('people', 'world')",5
"('instead', 'world')",3
"('given', 'world')",4
"('way', 'world')",4
"('different', 'world')",3
"('one', 'world')",5
"('choice', 'world')",13
"('hard', 'world')",10
"('scientific', 'world')",3
"('alternative', 'world')",3
"('u', 'world')",9
"('look', 'looking')",3
"('choice', 'looking')",4
"('hard', 'looking')",4
"('thats', 'think')",3
"('people', 'think')",9
"('look', 'think')",4
"('think', 'way')",7
"('different', 'think')",7
"('one', 'think')",14
"('mistake', 'think')",3
"('think', 'three')",4
"('slave', 'think')",3
"('par', 'think')",5
"('think', 'within')",3
"('hard', 'think')",17
"('scientific', 'think')",4
"('think', 'u')",8
"('reason', 'thats')",8
"('instead', 'reason')",5
"('given', 'reason')",10
"('reason', 'way')",11
"('different', 'reason')",5
"('one', 'reason')",15
"('reason', 'slave')",4
"('reason', 'scientific')",4
"('alternative', 'reason')",4
"('reason', 'u')",18
"('people', 'thats')",8
"('different', 'thats')",3
"('slave', 'thats')",3
"('thats', 'u')",4
"('instead', 'people')",3
"('look', 'people')",4
"('people', 'way')",7
"('one', 'people')",10
"('mistake', 'people')",3
"('people', 'thinking')",3
"('people', 'scientific')",4
"('alternative', 'people')",3
"('people', 'u')",8
"('instead', 'one')",4
"('instead', 'slave')",3
"('alternative', 'instead')",3
"('instead', 'u')",6
"('given', 'one')",7
"('choice', 'given')",10
"('given', 'hard')",8
"('alternative', 'given')",3
"('given', 'u')",7
"('look', 'way')",5
"('look', 'one')",6
"('look', 'slave')",3
"('choice', 'look')",8
"('hard', 'look')",4
"('alternative', 'look')",3
"('look', 'u')",3
"('different', 'way')",6
"('par', 'way')",3
"('scientific', 'way')",5
"('alternative', 'way')",6
"('u', 'way')",7
"('different', 'three')",3
"('different', 'par')",4
"('different', 'hard')",7
"('different', 'scientific')",3
"('alternative', 'different')",4
"('mistake', 'one')",4
"('one', 'slave')",3
"('one', 'par')",4
"('one', 'scientific')",3
"('alternative', 'one')",6
"('choice', 'mistake')",5
"('hard', 'mistake')",4
"('mistake', 'u')",4
"('choice', 'three')",4
"('hard', 'thinking')",4
"('scientific', 'thinking')",3
"('choice', 'slave')",4
"('par', 'scientific')",3
"('alternative', 'par')",3
"('par', 'u')",4
"('choice', 'within')",4
"('choice', 'scientific')",7
"('alternative', 'choice')",14
"('hard', 'within')",4
"('hard', 'scientific')",6
"('hard', 'u')",24
"('alternative', 'scientific')",3
"('scientific', 'u')",4
"('alternative', 'u')",5
"('great', 'making')",3
"('decision', 'making')",25
"('great', 'talk')",10
"('decision', 'great')",5
"('found', 'talk')",3
"('decision', 'important')",5
"('de', 'la')",4
"('great', 'option')",4
"('get', 'great')",3
"('back', 'great')",3
"('great', 'understand')",3
"('great', 'life')",7
"('great', 'want')",3
"('already', 'great')",3
"('great', 'one')",7
"('back', 'option')",4
"('life', 'option')",8
"('option', 'second')",3
"('go', 'option')",4
"('mean', 'option')",4
"('option', 'stay')",4
"('either', 'option')",3
"('bad', 'get')",5
"('back', 'get')",3
"('get', 'made')",4
"('get', 'something')",4
"('get', 'want')",19
"('get', 'second')",3
"('get', 'go')",8
"('get', 'stay')",3
"('either', 'get')",4
"('get', 'really')",12
"('one', 'yeah')",3
"('back', 'bad')",3
"('bad', 'made')",4
"('bad', 'life')",6
"('bad', 'want')",7
"('already', 'bad')",3
"('bad', 'go')",3
"('back', 'life')",8
"('back', 'want')",6
"('already', 'back')",3
"('back', 'go')",8
"('back', 'stay')",4
"('back', 'one')",8
"('back', 'either')",3
"('back', 'choice')",12
"('back', 'really')",5
"('something', 'understand')",4
"('life', 'understand')",6
"('understand', 'want')",5
"('go', 'understand')",3
"('one', 'understand')",8
"('choice', 'understand')",13
"('really', 'understand')",4
"('life', 'made')",8
"('go', 'made')",3
"('made', 'one')",8
"('made', 'really')",3
"('life', 'something')",7
"('something', 'want')",11
"('second', 'something')",3
"('already', 'something')",3
"('go', 'something')",3
"('mean', 'something')",3
"('either', 'something')",3
"('really', 'something')",5
"('life', 'second')",5
"('already', 'life')",6
"('go', 'life')",11
"('life', 'mean')",5
"('life', 'stay')",4
"('life', 'one')",20
"('either', 'life')",7
"('choice', 'life')",49
"('life', 'really')",20
"('second', 'want')",5
"('already', 'want')",3
"('go', 'want')",14
"('mean', 'want')",4
"('stay', 'want')",4
"('either', 'want')",5
"('go', 'second')",4
"('one', 'second')",5
"('choice', 'second')",10
"('really', 'second')",5
"('already', 'stay')",3
"('already', 'really')",3
"('go', 'stay')",5
"('go', 'one')",13
"('either', 'go')",3
"('choice', 'go')",24
"('go', 'really')",13
"('mean', 'one')",6
"('mean', 'really')",3
"('choice', 'stay')",7
"('either', 'one')",5
"('one', 'really')",13
"('deciding', 'really')",3
"('choice', 'either')",7
"('either', 'really')",3
"('choice', 'third')",3
"('talk', 'year')",4
"('better', 'sometimes')",4
"('another', 'better')",8
"('better', 'might')",3
"('better', 'go')",9
"('choice', 'sometimes')",12
"('need', 'whether')",3
"('go', 'whether')",4
"('allows', 'choice')",5
"('allows', 'world')",3
"('another', 'need')",3
"('need', 'world')",4
"('go', 'need')",9
"('another', 'choice')",14
"('another', 'might')",5
"('another', 'go')",4
"('facing', 'much')",3
"('much', 'thank')",22
"('much', 'par')",3
"('age', 'choice')",4
"('move', 'think')",3
"('move', 'want')",4
"('know', 'move')",3
"('move', 'place')",4
"('choice', 'move')",4
"('choice', 'facing')",4
"('facing', 'hard')",3
"('thank', 'think')",7
"('person', 'thank')",7
"('thank', 'want')",7
"('see', 'thank')",3
"('know', 'thank')",6
"('place', 'thank')",4
"('par', 'thank')",3
"('choice', 'thank')",17
"('know', 'think')",14
"('place', 'think')",3
"('make', 'seem')",5
"('choice', 'seem')",7
