pair,count
"('black', 'hole')",154
"('black', 'universe')",40
"('hole', 'universe')",38
"('hole', 'time')",33
"('black', 'time')",32
"('bang', 'big')",32
"('hole', 'like')",30
"('brian', 'cox')",30
"('black', 'like')",29
"('time', 'universe')",27
