pair,count
"('black', 'hole')",185
"('black', 'universe')",50
"('hole', 'universe')",50
"('brian', 'cox')",46
"('black', 'time')",36
"('hole', 'time')",35
"('black', 'matter')",35
"('hole', 'matter')",35
"('hole', 'one')",33
"('space', 'time')",33
