pair,count
"('black', 'hole')",187
"('black', 'universe')",61
"('hole', 'universe')",60
"('brian', 'cox')",42
"('hole', 'time')",40
"('black', 'time')",39
"('hole', 'like')",36
"('black', 'like')",35
"('black', 'matter')",31
"('hole', 'space')",31
