pair,count
"('black', 'hole')",167
"('brian', 'cox')",48
"('black', 'universe')",41
"('hole', 'universe')",41
"('black', 'like')",33
"('black', 'time')",33
"('hole', 'like')",32
"('hole', 'time')",30
"('bang', 'big')",28
"('space', 'time')",27
