pair,count
"('light', 'star')",89
"('planet', 'star')",89
"('star', 'would')",70
"('could', 'star')",61
"('like', 'star')",56
"('planet', 'would')",51
"('light', 'planet')",50
"('dyson', 'sphere')",47
"('could', 'planet')",46
"('something', 'star')",43
