pair,count
"('planet', 'star')",80
"('light', 'star')",69
"('could', 'star')",56
"('like', 'star')",45
"('star', 'would')",45
"('light', 'planet')",44
"('could', 'planet')",42
"('dyson', 'sphere')",39
"('planet', 'would')",39
"('star', 'u')",37
