pair,count
"('choice', 'hard')",24
"('choice', 'make')",15
"('choice', 'one')",13
"('decision', 'make')",11
"('hard', 'make')",11
"('choice', 'option')",11
"('best', 'choice')",11
"('choice', 'like')",11
"('choice', 'want')",10
"('decision', 'hard')",9
