pair,count
"('choice', 'hard')",26
"('choice', 'make')",21
"('hard', 'make')",17
"('choice', 'life')",11
"('talk', 'ted')",10
"('choice', 'dont')",10
"('choice', 'like')",9
"('choice', 'time')",9
"('choice', 'one')",9
"('decision', 'make')",9
