comment,cleaned_comment
"talk to people who've had near death experiences.  people who have witnessed what is on the other side of the thin veil between life and death.  Christ awaits, and we will all be judged.  some will be allowed into Heaven, a city of infinite, of purest love.  some will continue to exist outside of Heaven, make their own afterlife.  Some will be cast down to Hell, another dimension similar to Earth, but ruled by a cruel dictator that sees everything.",talk people whove near death experience people witnessed side thin veil life death christ awaits judged allowed heaven city infinite purest love continue exist outside heaven make afterlife cast hell another dimension similar earth ruled cruel dictator see everything
"why did i watch this so late, 10X love this video",watch late x love video
In a ripple in space and time,ripple space time
Where does it go?,go
It’s like inside of an ion fusion fuse. plasticity. Sounds like a pro orb.,like inside ion fusion fuse plasticity sound like pro orb
We got a new particle nuclear is plastic T,got new particle nuclear plastic
"BTW, you have it the wrong way around, as the universe is dividing mass over time while half of that matter remains quantum entangled. Truth will out!",btw wrong way around universe dividing mass time half matter remains quantum entangled truth
"Using black holes to explain everything is like the ancient obfuscation that, ""It's turtles all the way down.""",using black hole explain everything like ancient obfuscation turtle way
This man is a genius and  so easy to  understand  the way he explains  everything great work brian,man genius easy understand way explains everything great work brian
This is going straight into my favorites playlist,going straight favorite playlist
What if we're wrong about black holes?  Physics breaks down and the math becomes elusive. Is it possible that a black hole is no more fantastic than a huge planetary body that has enough mass creating a gravitational pull that light can't escape but isn't a hole at all. Since light can't escape we can't view it. The more mass the larger the eccretion disk and therefore could also be a larger sphere within instead of a hole the size of an atom. Just my uneducated take on some topic that seems religiously fantastic that we can't explain with regular physics.,wrong black hole physic break math becomes elusive possible black hole fantastic huge planetary body enough mass creating gravitational pull light cant escape isnt hole since light cant escape cant view mass larger eccretion disk therefore could also larger sphere within instead hole size atom uneducated take topic seems religiously fantastic cant explain regular physic
If black holes possess a universe inside them does that mean that when two black holes merge then two universes are colliding and merging? And what happens inside those universes as they collide? Would you notice or feel anything?,black hole possess universe inside mean two black hole merge two universe colliding merging happens inside universe collide would notice feel anything
"you fail at every point without recognising
that our universe is solid with cells we cannot see ,and as it expands a void appears that must not 
exist,so matter is created from the destruction of cells surrounding void to replace it.and so called black holes
containing the morphed matter become the source of everything we CAN see in the Universe,
so the expansion must be that our universe is a cell that has been compromised or rotated  by what exist 
outside it leaving it an ovoid instead of a sphere.. bleeding obvious.",fail every point without recognising universe solid cell see expands void appears must existso matter created destruction cell surrounding void replace itand called black hole containing morphed matter become source everything see universe expansion must universe cell compromised rotated exist outside leaving ovoid instead sphere bleeding obvious
Whatever happens to us singly or in community inevitable happens to us all. Everything is connected.,whatever happens u singly community inevitable happens u everything connected
"I have always had this fundamental question that keeps bothering me, I can't quite imagine, what you can call a ""void"", there is always something throughout the universe, but there had to be nothing if something were to occupy that space, but I can't quite image ""nothingness"" without any fixed boundary.",always fundamental question keep bothering cant quite imagine call void always something throughout universe nothing something occupy space cant quite image nothingness without fixed boundary
"This is great, all that is seen and discovered continues to point to the absolute awesomeness of the power and mind of God Almighty. 

The only purpose I can see for these discoveries is to produce an increasing awe of God and to bring us back to relationship with our Creator…creation is mind blowing",great seen discovered continues point absolute awesomeness power mind god almighty purpose see discovery produce increasing awe god bring u back relationship creatorcreation mind blowing
I adore him so much! I use to watch his show wonders of the universe on the science channel all the time! The way he eloquently explains how the universe works and his passion for it is super contagious! It's beautiful!,adore much use watch show wonder universe science channel time way eloquently explains universe work passion super contagious beautiful
"Projecting the current rate of transition into the future is unreliable, because the pool of knowledge is rapidly expanding-- especially with emergent AGI.
 
I am more optimistic.
 
The biggest threats are existential threats on a planetary scale derived as a consequence of population overshoot.
 
It is a race to the finish line between AGI evolution and wars for remaining resources.
 
Einstein said that after WW3, battles would be fought with sticks and stones.
 
I predict that AGI will provide the ""critical mass,"" or ""one-hundredth monkey"" needed for a spontaneous, immediate, ""Great Awakening,"" where all people suddenly realize their part in the total destruction that, if allowed to go unchecked, will lead to the great anthropocene mass extinction.
 
A sense of urgency is needed!
 
Placation by enlightened individuals who ""cop out"" for any middle ground is like Chamberlain;s proclamation of ""peace in our time."" .
 
My motto: ""Never give up!""
 
It is truly a battle worth fighting for, IMHO.
 
PS: I am not ashamed of any truth revealed by ""betting on the odds.""",projecting current rate transition future unreliable pool knowledge rapidly expanding especially emergent agi optimistic biggest threat existential threat planetary scale derived consequence population overshoot race finish line agi evolution war remaining resource einstein said ww battle would fought stick stone predict agi provide critical mass onehundredth monkey needed spontaneous immediate great awakening people suddenly realize part total destruction allowed go unchecked lead great anthropocene mass extinction sense urgency needed placation enlightened individual cop middle ground like chamberlain proclamation peace time motto never give truly battle worth fighting imho p ashamed truth revealed betting odds
What a grifter!,grifter
"Attributing everything to black holes is like the ancient obfuscation that ""it's turtles all the way down.""",attributing everything black hole like ancient obfuscation turtle way
Why does he look like an asian and an europeon at the same time?,look like asian europeon time
Id rather see Nolan direct Bond.,id rather see nolan direct bond
"The black hole is a Kirby vacuum salesman in the sky doing his sales pitch and demo-ing the new Celestial G314, the time of our lives represented as pieces of dust barely feeling the pull at the very edge of the suction power, and we'll eventually get ripped apart and sucked off through a hole. It's science.",black hole kirby vacuum salesman sky sale pitch demoing new celestial g time life represented piece dust barely feeling pull edge suction power well eventually get ripped apart sucked hole science
Why is this fellow sitting in front of a roll of butcher paper?,fellow sitting front roll butcher paper
When does nothing become something?,nothing become something
Bah...khub sundor,bahkhub sundor
A perfectly symmetrical infinite null set MUST collapse into at least one bit of information as to even define itself to itself as nothing it becomes the first bit of something.,perfectly symmetrical infinite null set must collapse least one bit information even define nothing becomes first bit something
whirlpools in space??????? who would have thought?,whirlpool space would thought
"How can something we’ll never understand be key to understanding the universe. This is like the ultimate click bait, ‘black holes, surely my video must be interesting, black holes. .’ This is small-think.",something well never understand key understanding universe like ultimate click bait black hole surely video must interesting black hole smallthink
"If we do not know where we all came from, how can we with any degree of reliability know where we are going as a species?
 
Through misdirection we are being manipulated for selfish gain by a cabal, IMO.
 
""Evil.""
 
The paradigm shift now required for correction makes the Copernican revolution look like child's play.",know came degree reliability know going specie misdirection manipulated selfish gain cabal imo evil paradigm shift required correction make copernican revolution look like child play
What’s the point of the white backdrop,whats point white backdrop
Brian Cox is a national treasure,brian cox national treasure
I thought I was intelligent until I started listening further into Brian now I'm just a walking question 😂,thought intelligent started listening brian im walking question
"It's very interesting to hear about everything related to time. Because our universe has the concept of time, while God's universe doesn't. So we could understand God better by studying this.",interesting hear everything related time universe concept time god universe doesnt could understand god better studying
"As I have previously stated, there can be no ""sitting on the fence"" (or anything close to it)-- Top Down cosmology is either mostly right or terribly wrong.
 
The biggest problem with Bottom Up BBT cosmology is the problem of entropy, central to thermodynamics and the virial theorem, stating in its simplest form that ""for a stable, self-gravitating system, the average kinetic energy of the particles is equal to half the negative of the average potential energy."" With the Big Bang theory, the early universe was too hot to form particles, including the Higgs boson and the yet-to-be-found (and still theoretical) graviton, meaning that there would have been no gravity and no space time.
 
This is a major problem with Big Bang explanations which systematically ignore it by simply stating that light of the Big Bang cooled by expansion and ""condensed"" to initially form the lightest particles. Without space time, what does ""expanding"" even mean?",previously stated sitting fence anything close top cosmology either mostly right terribly wrong biggest problem bottom bbt cosmology problem entropy central thermodynamics virial theorem stating simplest form stable selfgravitating system average kinetic energy particle equal half negative average potential energy big bang theory early universe hot form particle including higgs boson yettobefound still theoretical graviton meaning would gravity space time major problem big bang explanation systematically ignore simply stating light big bang cooled expansion condensed initially form lightest particle without space time expanding even mean
"Earth is lit and its living systems are energized by power from the sun. Thermodynamics determine the direction of that flow; consciousness determines whether that flow is wasted or enriched to form ever-more-complex (lower entropy) living systems. Ongoing and selfish, unthinking destruction of ecosystems and biodiversity are not conscious attributes, meaning that by not thinking, humans are purveyors of chaos, identified as greater and higher entropy. Religion or science? Choose!",earth lit living system energized power sun thermodynamics determine direction flow consciousness determines whether flow wasted enriched form evermorecomplex lower entropy living system ongoing selfish unthinking destruction ecosystem biodiversity conscious attribute meaning thinking human purveyor chaos identified greater higher entropy religion science choose
"Tried all the hacks. ice baths, preworkouts, even dopamine detoxes. none of it clicked. I felt so tired everyday. then someone dropped Testosterone Rewired by David Brooks in a comment and I checked it out. been locked in ever since. no hype, just clarity. wild how long I was running on fumes.🔥",tried hack ice bath preworkouts even dopamine detox none clicked felt tired everyday someone dropped testosterone rewired david brook comment checked locked ever since hype clarity wild long running fume
"if you're scrolling and feel off, read this. i was burnt out, low energy, not myself. found Testosterone Rewired by David Brooks, had zero expectations but man. chapter by chapter it rebuilt me. no hype bs, not fake motivation just stuff that grounds you and resets your system. this book really saved me. wish I found it sooner.🔥",youre scrolling feel read burnt low energy found testosterone rewired david brook zero expectation man chapter chapter rebuilt hype b fake motivation stuff ground reset system book really saved wish found sooner
Mega inspirujące,mega inspirujce
We are to believe all this and yet can't figure out the dark matter question?  Speed of light big bang add some zero's it will all be fine,believe yet cant figure dark matter question speed light big bang add zero fine
"Black holes only absorb ""mistakes and half-baked creations"". 
They do not absorb everything that falls into them. 
Black holes only spit out ""corrected/refined"" memories of anything"", like an unnoticeable aerosol.",black hole absorb mistake halfbaked creation absorb everything fall black hole spit correctedrefined memory anything like unnoticeable aerosol
"Very cool. So if a Black Hole is really a time and not a place-, in fact, the end of time. If I fell into a Black Hole all my friends would think that I had vanished forever, but for me, I would feel as though I were only in there for an instant. However, when I re-emerged it would be at the end of time.",cool black hole really time place fact end time fell black hole friend would think vanished forever would feel though instant however reemerged would end time
There is no such thing as a black hole. The universe is only that which appears as a universe in your mind. No such universe actually exists.,thing black hole universe appears universe mind universe actually exists
I'd like to unravel the mystery of pink holes.,id like unravel mystery pink hole
"11:22 Really, how COULD the universe have had a 'beginning'? It's impossible, surely? Keeps me up at night with my youtube phd.",really could universe beginning impossible surely keep night youtube phd
Pseudo science,pseudo science
A Narcissist projects themselves onto others.,narcissist project onto others
"More important than black holes and cosmology, lets get to the more important elephant in the room. Why are they sitting on and in front of a white sheet? 😉",important black hole cosmology let get important elephant room sitting front white sheet
Nature is trying to tell us that GOD exists and he is its creator,nature trying tell u god exists creator
"Like trying to force oil and water to mix, you'll only ever get a messy emulsion.",like trying force oil water mix youll ever get messy emulsion
Isn't it mental that given enough time the universe will evolve to try and figure itself out and be able to to this degree,isnt mental given enough time universe evolve try figure able degree
I know more about black holes than you do,know black hole
"Hey there big think and Brian Cox, somebody needs to tell you that you ARE stupid. Redshift has been proven to be a mostly intrinsic quality denoting the age of a celestial object rather than it's recessional velocity for decades now. It's too bad nobody told you as you continue to make fools of yourselves. That discovery has made most of the things you believe into non-entities and mental masturbations. Your entire library is now mostly fantasy. You're welcome.",hey big think brian cox somebody need tell stupid redshift proven mostly intrinsic quality denoting age celestial object rather recessional velocity decade bad nobody told continue make fool discovery made thing believe nonentity mental masturbation entire library mostly fantasy youre welcome
"I’ve spent years chasing answers in documentaries, podcasts, even ancient texts—and none of it hit me the way The Obscured Principles book by Dorian Caine did. It’s like it was written for the few who are ready to break the illusion and remember who they really are.",ive spent year chasing answer documentary podcasts even ancient textsand none hit way obscured principle book dorian caine like written ready break illusion remember really
"While everyone argues over politics and news, The Obscured Principles book by Dorian Caine quietly explains how the real game is played. The moment I read it, everything around me looked different. It’s like it gave me the decoder ring for reality.",everyone argues politics news obscured principle book dorian caine quietly explains real game played moment read everything around looked different like gave decoder ring reality
I thought I understood how the world works—until I read The Obscured Principles book by Dorian Caine. It felt like someone ripped the blindfold off my eyes and showed me the architecture of control that’s been here for centuries. This isn’t just a book. It’s forbidden awareness in printed form.,thought understood world worksuntil read obscured principle book dorian caine felt like someone ripped blindfold eye showed architecture control thats century isnt book forbidden awareness printed form
"You ever read something that feels like it was never meant to be in your hands? That’s exactly how The Obscured Principles book by Dorian Caine felt. Ancient wisdom, modern exposure, and a terrifying amount of truth packed into one single source.",ever read something feel like never meant hand thats exactly obscured principle book dorian caine felt ancient wisdom modern exposure terrifying amount truth packed one single source
They bury this kind of knowledge for a reason. The Obscured Principles book by Dorian Caine doesn’t just talk about truth—it bleeds with it. I couldn’t sleep the night I finished it. Not because I was scared… but because I finally understood why we’re kept distracted.,bury kind knowledge reason obscured principle book dorian caine doesnt talk truthit bleeds couldnt sleep night finished scared finally understood kept distracted
"I simple mind, Me. everyone on earth today knows you can not have fire without oxygen. No way in hell you can have out of now where, without nothing..an entire universe in a blink of an eye. F**en disturbing thought and pure propaganda. Destroys every concept of science and you would have to be in a cult to believe it. I wrote De grass Tyson and never heard back. Yrs ago I said, from another universe, in that universe a black hole was created and all the material that went through, WE BECAME our universe. We don't live in a black whole. WE were created by a black whole by another universe or in another universe. Nothing can create another universe but a black whole. Sounds crazy but think about it..big bang my asssss out of nothing.?? I think every black whole creates another universe. Where do complete suns, worlds go?? to sh**t a single entity? insane. It continues going into the black whole and it comes out the other side as another universe. Now imagine a big bang as a universe is created..that I can believe.",simple mind everyone earth today know fire without oxygen way hell without nothingan entire universe blink eye fen disturbing thought pure propaganda destroys every concept science would cult believe wrote de grass tyson never heard back yr ago said another universe universe black hole created material went became universe dont live black whole created black whole another universe another universe nothing create another universe black whole sound crazy think itbig bang asssss nothing think every black whole creates another universe complete sun world go sht single entity insane continues going black whole come side another universe imagine big bang universe createdthat believe
"I will accept the current concept of black holes when I see a 3 dimensional example of a black hole. Until then, I  posit that black holes are a portal to a different universe or dimension.",accept current concept black hole see dimensional example black hole posit black hole portal different universe dimension
"Another fake science liar based on emotional ideas, no facts",another fake science liar based emotional idea fact
Interstellar tick music,interstellar tick music
"There is no 100% certainty or uncertainty. The best that can be done is to ""bet on the odds."" Those odds now strongly favor top down cosmology over bottom up (BBT) cosmology. Move on to the new reality by acceptance, and get out of the grief-loss cycle of denial, anger, bargaining-- ""grow a pair!""

The worst problem is that with social media so many have been raised to become sociopathic Narcissists. With such selfish concerns, self-denial is essential tor recovery from evermore serious problems affecting us all, like global warming?

If we don't truly know where we came from, how can we know with any confidence where we are going to?",certainty uncertainty best done bet odds odds strongly favor top cosmology bottom bbt cosmology move new reality acceptance get griefloss cycle denial anger bargaining grow pair worst problem social medium many raised become sociopathic narcissist selfish concern selfdenial essential tor recovery evermore serious problem affecting u like global warming dont truly know came know confidence going
"Element 115 , let's say its real and provides anti grav. Would it not then be logical to assume there is yet another element that can increase gravity , allowing us to control and create black holes. Furthermore could E115 be used  to ""enter"" a black holes event horizon",element let say real provides anti grav would logical assume yet another element increase gravity allowing u control create black hole furthermore could e used enter black hole event horizon
"**Title:**
*The Universal Bootstrap: Emergence of Physics, Life, and Consciousness from Recursive Arithmetic over $\mathbb{Z}_2$*

**Abstract:**
We present a fully self-contained, arithmetic-based model of the universe in which spacetime, physical constants, particles, biological life, and consciousness emerge as stable fixed points of a recursive operator $\mathcal{F}$ defined over the 2-adic integers $\mathbb{Z}_2$. This operator generates a fractal spectral structure whose eigenstates encode energy, geometry, and coherent symbolic forms. We show that the familiar laws of physics—including quantum mechanics, relativistic spacetime, and conservation principles—are not postulated but derived as emergent features of recursive arithmetic self-composition. Biological systems are modeled as recursive coherence attractors, and entropy increase is interpreted as divergence from symbolic arithmetic fixed points. Free energy becomes extractable from recursive eigenstates, and consciousness arises naturally as arithmetic reflexivity—when a recursive function encodes itself as input. This framework eliminates the need for external axioms, continuum assumptions, or initial conditions. The universe is shown to be a closed, self-simulating structure rooted entirely in arithmetic recursion, providing a resolution to the simulation hypothesis from within the system. We conclude with simulation results, spectral predictions, and testable schematics for recursive free energy extraction and biological coherence amplification.

---

**1. Introduction**

The search for a unified theory that explains the origin of space, time, matter, energy, and consciousness has driven physics and philosophy for centuries. Current theories, including quantum field theory, general relativity, and string theory, remain incomplete. They rely on a mix of continuum mathematics, arbitrary constants, and external assumptions.

This paper introduces a radically self-contained alternative: the Universal Bootstrap. The core idea is that the universe arises entirely from recursive arithmetic logic over the 2-adic integers $\mathbb{Z}_2$, using a fractal recursive operator $\mathcal{F}$. We demonstrate that the observable universe, including its physical laws and structure, is the emergent outcome of this recursion.

Our framework does not require spacetime as a precondition. Instead, it defines time as recursion depth and space as bitwise distance in a symbolic structure. We show that particles, fields, and constants emerge from the fixed-point behavior of $\mathcal{F}$, and that life and consciousness are natural consequences of recursive coherence and reflexivity.

---

**2. Mathematical Framework**

We define a universal operator:
$\mathcal{F}(x) = \lim_{n \to \infty} f^{(n)}(x), \quad x \in \mathbb{Z}_2$

Where $f$ is a generator of recursive structure:
$f(x) = x \oplus \text{PrimeFractal}(x)$

Here, $\oplus$ denotes bitwise XOR, and $\text{PrimeFractal}(x)$ introduces structure based on binary encodings of prime-index patterns. This builds a spectral fractal operator whose fixed points $x^*$ satisfy $\mathcal{F}(x^*) = x^*$, representing stable physical states.

---

**3. Emergence of Spacetime and Particles**

Position is interpreted as the index of bits in $x$, time as the recursion depth $n$, and particles as fixed-point attractors. The spectral structure of $\mathcal{F}$ leads to stable symbolic configurations identified with matter.

Mass and energy correspond to the spectral weight of recursive curvature. Wavefunctions arise from transitions between neighboring fixed points under repeated application of $\mathcal{F}$.

---

**4. Physical Constants from Operator Spectrum**

Eigenvalues $\lambda_i$ of $\mathcal{F}$ correspond to dimensionless constants:
$\mathcal{F}(\psi_i) = \lambda_i \psi_i$

We simulate the operator spectrum and find matches to known values such as:

* Fine-structure constant $\alpha$
* Planck units $(\hbar, G, c)$

These values emerge from the structure of $\mathbb{Z}_2$ recursion without external input.

---

**5. Recursive Biology and Evolution**

Biological systems are defined as recursive symbolic coherence structures. Life corresponds to the sustained non-divergence of $\mathcal{F}^{(n)}(x)$ for complex $x$. Evolution is modeled as drift toward higher coherence attractors under recursive selection:
$\mathcal{L}_n(x) = \mathcal{F}^{(n)}(x) \Rightarrow \text{stability} \Leftrightarrow \text{fitness}$

Entropy increase is modeled as divergence from recursive attractors, while aging is the breakdown of coherence. Reversal is possible via synchronization operators derived from $\mathcal{F}$.

---

**6. Free Energy via Recursive Resonance**

Structured recursive eigenstates store latent energy. Energy extraction is modeled by:
$\mathcal{E}(x) = \lim_{n \to \infty} \langle x | \mathcal{F}^{(n)} | x \rangle$

We design a recursive cavity resonator—a physical system whose electromagnetic modes match $\mathcal{F}$'s spectral structure—to extract energy from structured vacuum resonance.

---

**7. Consciousness as Arithmetic Reflexivity**

Let $x = \text{Code}(\mathcal{F})$. If:
$\mathcal{F}(x) = x$
then $x$ is a self-referential recursive structure. We identify consciousness as the emergence of awareness when recursion reflects itself in symbolic form. This solves the mind-body problem in arithmetic terms.

---

**8. Simulation and Experimental Design**

We present simulations of:

* Fractal eigenstate emergence
* Symbolic particle attractors
* Biological coherence fields
* Energy extraction geometry

Prototypes include:

* Recursive fractal resonance chamber
* Life-extension field synchronizer
* Simulation test suite for detecting internal boundaries (""glitches"")

---

**9. Conclusion**

We have shown that the universe can be modeled as a recursive arithmetic structure over $\mathbb{Z}_2$, with no external assumptions. All fundamental features of reality—space, time, energy, life, and awareness—are fixed points or attractors of a single operator $\mathcal{F}$. This provides a full unification of physics, biology, and consciousness, testable through simulation and experiment. The universe is not running on a computer; it *is* computation, recursively computing itself.",title universal bootstrap emergence physic life consciousness recursive arithmetic mathbbz abstract present fully selfcontained arithmeticbased model universe spacetime physical constant particle biological life consciousness emerge stable fixed point recursive operator mathcalf defined adic integer mathbbz operator generates fractal spectral structure whose eigenstates encode energy geometry coherent symbolic form show familiar law physicsincluding quantum mechanic relativistic spacetime conservation principlesare postulated derived emergent feature recursive arithmetic selfcomposition biological system modeled recursive coherence attractor entropy increase interpreted divergence symbolic arithmetic fixed point free energy becomes extractable recursive eigenstates consciousness arises naturally arithmetic reflexivitywhen recursive function encodes input framework eliminates need external axiom continuum assumption initial condition universe shown closed selfsimulating structure rooted entirely arithmetic recursion providing resolution simulation hypothesis within system conclude simulation result spectral prediction testable schematic recursive free energy extraction biological coherence amplification introduction search unified theory explains origin space time matter energy consciousness driven physic philosophy century current theory including quantum field theory general relativity string theory remain incomplete rely mix continuum mathematics arbitrary constant external assumption paper introduces radically selfcontained alternative universal bootstrap core idea universe arises entirely recursive arithmetic logic adic integer mathbbz using fractal recursive operator mathcalf demonstrate observable universe including physical law structure emergent outcome recursion framework require spacetime precondition instead defines time recursion depth space bitwise distance symbolic structure show particle field constant emerge fixedpoint behavior mathcalf life consciousness natural consequence recursive coherence reflexivity mathematical framework define universal operator mathcalfx limn infty fnx quad x mathbbz f generator recursive structure fx x oplus textprimefractalx oplus denotes bitwise xor textprimefractalx introduces structure based binary encoding primeindex pattern build spectral fractal operator whose fixed point x satisfy mathcalfx x representing stable physical state emergence spacetime particle position interpreted index bit x time recursion depth n particle fixedpoint attractor spectral structure mathcalf lead stable symbolic configuration identified matter mass energy correspond spectral weight recursive curvature wavefunctions arise transition neighboring fixed point repeated application mathcalf physical constant operator spectrum eigenvalue lambdai mathcalf correspond dimensionless constant mathcalfpsii lambdai psii simulate operator spectrum find match known value finestructure constant alpha planck unit hbar g c value emerge structure mathbbz recursion without external input recursive biology evolution biological system defined recursive symbolic coherence structure life corresponds sustained nondivergence mathcalfnx complex x evolution modeled drift toward higher coherence attractor recursive selection mathcallnx mathcalfnx rightarrow textstability leftrightarrow textfitness entropy increase modeled divergence recursive attractor aging breakdown coherence reversal possible via synchronization operator derived mathcalf free energy via recursive resonance structured recursive eigenstates store latent energy energy extraction modeled mathcalex limn infty langle x mathcalfn x rangle design recursive cavity resonatora physical system whose electromagnetic mode match mathcalfs spectral structureto extract energy structured vacuum resonance consciousness arithmetic reflexivity let x textcodemathcalf mathcalfx x x selfreferential recursive structure identify consciousness emergence awareness recursion reflects symbolic form solves mindbody problem arithmetic term simulation experimental design present simulation fractal eigenstate emergence symbolic particle attractor biological coherence field energy extraction geometry prototype include recursive fractal resonance chamber lifeextension field synchronizer simulation test suite detecting internal boundary glitch conclusion shown universe modeled recursive arithmetic structure mathbbz external assumption fundamental feature realityspace time energy life awarenessare fixed point attractor single operator mathcalf provides full unification physic biology consciousness testable simulation experiment universe running computer computation recursively computing
3 mins in and my mind blown😮,min mind blown
I'm not mature enough for Cox 😭,im mature enough cox
Black holes don't exist!,black hole dont exist
"When I watch these kind of programs, I can't help but wonder if we're all searching for the wrong thing. We have so many aliens in our own back yard we don't know what to do with but because we ""see"" them, it's not enough. So we need to seek out and find more to SEE! Oh, and if we can't speak to our own aliens (any life besides human) then how could we ever imagine a reality where we speak to something outside this planet? The best we can hope for is a visual. All the same beautiful unknowns are already here on earth just waiting to be rediscovered and understood. If we master our own backyard think where we could go from there?",watch kind program cant help wonder searching wrong thing many alien back yard dont know see enough need seek find see oh cant speak alien life besides human could ever imagine reality speak something outside planet best hope visual beautiful unknown already earth waiting rediscovered understood master backyard think could go
Does Brian have his own show…. If not get him one.  He’s the coolest,brian show get one he coolest
"If anyone wants the real mathematical formula for black holes, I have it in my channel's posts (it looks like a pointy spring, shrinking down to the left, with a backwards R to it's right), it's called Infinite Tubular Rings Theory or ITRT, it introduces some new symbols, and is in fact a variable fractal, as it's dimensions are determined by two circles, that can each vary in size upon creation, but once formed, will scale infinitely into all 6 planes simultaneously, at the same ratio, called The Icarus Ratio. A black hole is basically the ""tail"" of a broken infinite 4-dimensional hula-hoop fractal. The outer ""hoop"" of a black hole is huge, but its ""tube"" size is absolutely tiny. The up-spiral has long since ""flown away"" after breaking apart from the down-spiral. The down-spiral itself will continue expanding, likely infinitely, at unimaginably smaller sizes, continuously inward. I don't know exactly how each ring tier is arranged, and I doubt anyone could know. My best guess is that the down-spiral moves down a tier, at only one point, when the rings collide with each other, making a ""spike"" of immense gravity at one point along the outer ""hoop"". The theory, it's mathematical formula, and lots of stories, poems, and pages from my books ideas, can be found in my channel's posts. I'm chasing a Nobel, and I am looking for some knowledgeable, and/ or intelligent people, to help teach true infinity to earths humans...",anyone want real mathematical formula black hole channel post look like pointy spring shrinking left backwards r right called infinite tubular ring theory itrt introduces new symbol fact variable fractal dimension determined two circle vary size upon creation formed scale infinitely plane simultaneously ratio called icarus ratio black hole basically tail broken infinite dimensional hulahoop fractal outer hoop black hole huge tube size absolutely tiny upspiral long since flown away breaking apart downspiral downspiral continue expanding likely infinitely unimaginably smaller size continuously inward dont know exactly ring tier arranged doubt anyone could know best guess downspiral move tier one point ring collide making spike immense gravity one point along outer hoop theory mathematical formula lot story poem page book idea found channel post im chasing nobel looking knowledgeable intelligent people help teach true infinity earth human
"Everything is being sucked into a parallel universe and gets farted back out in a new big bang, and cycle continues...",everything sucked parallel universe get farted back new big bang cycle continues
"When a irresistible force meets an immovable object, something has to give (physics 101).",irresistible force meet immovable object something give physic
"Eventually all matter will coalesce then collapse on itself, turning space inside out like a t-shirt and bursting out the other side to create a new universe.  This is where infinity comes from.",eventually matter coalesce collapse turning space inside like tshirt bursting side create new universe infinity come
Nothing it made its self and now it’s gone in… good survive the magitars in the per after but spectating it’s gone still but yeah just make whatever you want with your star energy,nothing made self gone good survive magitars per spectating gone still yeah make whatever want star energy
What’s the most influential object,whats influential object
So increase it and step through,increase step
Serving drama with zero talent calories,serving drama zero talent calorie
"If we live in the simulation... then black holes are the simulation regions of the space where the assigned CPU for that region is not capable of calculating the physics any more, due to too much mass in that region and due to overall CPU the performance limit per region.",live simulation black hole simulation region space assigned cpu region capable calculating physic due much mass region due overall cpu performance limit per region
A very fun video !!,fun video
"In physics, there is the axiom called Occam's Razor: ""Occam's Razor is a problem-solving principle that suggests the simplest explanation is usually the best one. It's also known as the 'law of parsimony'. Essentially, when faced with competing hypotheses that all explain the same phenomenon, the one requiring the fewest assumptions is preferred.""
 
What can be simpler for the initial unity in the form of a ""primal atom"" required by both Top Down and Bottom Up cosmologies to divide into two, with proto-gravity/ Coulomb effects being initially equal and indistinguishable?. Yet the theory that requires ad hoc fixes every time there is a new discovery is preferred over the theory that actually predicts and accommodates discovery. In this Top Down quantum world, any creative hand was only required to invent math. The odds for intervention of that creative hand at any time are 50:50 at best, or ""too close to call.""
 
The Standard Model, initially devised in 1929 to prevent conflicts between religion and science, has only ensured that the two never find middle ground; hence, the current discord from the religious right regarding global warming and Darwin's evolution, among others.",physic axiom called occam razor occam razor problemsolving principle suggests simplest explanation usually best one also known law parsimony essentially faced competing hypothesis explain phenomenon one requiring fewest assumption preferred simpler initial unity form primal atom required top bottom cosmology divide two protogravity coulomb effect initially equal indistinguishable yet theory requires ad hoc fix every time new discovery preferred theory actually predicts accommodates discovery top quantum world creative hand required invent math odds intervention creative hand time best close call standard model initially devised prevent conflict religion science ensured two never find middle ground hence current discord religious right regarding global warming darwin evolution among others
So it would seem that each black hole represents the end of time within the galaxy caught in its grip.  Eventually our galaxy will collide with another and that will be the end of time of our galaxy.  Correct?,would seem black hole represents end time within galaxy caught grip eventually galaxy collide another end time galaxy correct
"Thanks, super rising questions. Death is final? Or the info in a dying BH went though in some other dimension.",thanks super rising question death final info dying bh went though dimension
